movieId,degree,m_degree,f_degree
142226,4.001386577,4.002773155,
142382,4.001386577,4.002773155,
142432,4.001386577,4.002773155,
142532,4.001386577,4.002773155,
142867,4.001386577,4.002773155,
142907,4.001386577,4.002773155,
142971,4.001386577,4.002773155,
143154,4.001386577,4.002773155,
143410,4.001386577,4.002773155,
143458,4.001386577,4.002773155,
143470,4.001386577,4.002773155,
143517,4.001386577,4.002773155,
143886,4.001386577,4.002773155,
144050,4.001386577,4.002773155,
145142,4.001386577,4.002773155,
145180,4.001386577,4.002773155,
145596,4.001386577,4.002773155,
146268,4.001386577,4.002773155,
146303,4.001386577,4.002773155,
146307,4.001386577,4.002773155,
147124,4.001386577,4.002773155,
147142,4.001386577,4.002773155,
147434,4.001386577,4.002773155,
147548,4.001386577,4.002773155,
147915,4.001386577,4.002773155,
148058,4.001386577,4.002773155,
149450,4.001386577,4.002773155,
149662,4.001386577,4.002773155,
150298,4.001386577,4.002773155,
151507,4.001386577,4.002773155,
151717,4.001386577,4.002773155,
151723,4.001386577,4.002773155,
152549,4.001386577,4.002773155,
152842,4.001386577,4.002773155,
152844,4.001386577,4.002773155,
153828,4.001386577,4.002773155,
155407,4.001386577,4.002773155,
155627,4.001386577,4.002773155,
155890,4.001386577,4.002773155,
156404,4.001386577,4.002773155,
156410,4.001386577,4.002773155,
156545,4.001386577,4.002773155,
156968,4.001386577,4.002773155,
156972,4.001386577,4.002773155,
157130,4.001386577,4.002773155,
158094,4.001386577,4.002773155,
158258,4.001386577,4.002773155,
158264,4.001386577,4.002773155,
158840,4.001386577,4.002773155,
158864,4.001386577,4.002773155,
158962,4.001386577,4.002773155,
159821,4.001386577,4.002773155,
159980,4.001386577,4.002773155,
160474,4.001386577,4.002773155,
160822,4.001386577,4.002773155,
160880,4.001386577,4.002773155,
161060,4.001386577,4.002773155,
161302,4.001386577,4.002773155,
162460,4.001386577,4.002773155,
162474,4.001386577,4.002773155,
162572,4.001386577,4.002773155,
162774,4.001386577,4.002773155,
163000,4.001386577,4.002773155,
163060,4.001386577,4.002773155,
163955,4.001386577,4.002773155,
164268,4.001386577,4.002773155,
164302,4.001386577,4.002773155,
165375,4.001386577,4.002773155,
165841,4.001386577,4.002773155,
165865,4.001386577,4.002773155,
166310,4.001386577,4.002773155,
166512,4.001386577,4.002773155,
166790,4.001386577,4.002773155,
166796,4.001386577,4.002773155,
166876,4.001386577,4.002773155,
166888,4.001386577,4.002773155,
166890,4.001386577,4.002773155,
166904,4.001386577,4.002773155,
166910,4.001386577,4.002773155,
167044,4.001386577,4.002773155,
167054,4.001386577,4.002773155,
168274,4.001386577,4.002773155,
168646,4.001386577,4.002773155,
168758,4.001386577,4.002773155,
168994,4.001386577,4.002773155,
169494,4.001386577,4.002773155,
169688,4.001386577,4.002773155,
169860,4.001386577,4.002773155,
170153,4.001386577,4.002773155,
170637,4.001386577,4.002773155,
170885,4.001386577,4.002773155,
170933,4.001386577,4.002773155,
170943,4.001386577,4.002773155,
171007,4.001386577,4.002773155,
171113,4.001386577,4.002773155,
171141,4.001386577,4.002773155,
171155,4.001386577,4.002773155,
171293,4.001386577,4.002773155,
171623,4.001386577,4.002773155,
171695,4.001386577,4.002773155,
171767,4.001386577,4.002773155,
172101,4.001386577,4.002773155,
172573,4.001386577,4.002773155,
172661,4.001386577,4.002773155,
173183,4.001386577,4.002773155,
173467,4.001386577,4.002773155,
173541,4.001386577,4.002773155,
173671,4.001386577,4.002773155,
173891,4.001386577,4.002773155,
174141,4.001386577,4.002773155,
174481,4.001386577,4.002773155,
174685,4.001386577,4.002773155,
174819,4.001386577,4.002773155,
176085,4.001386577,4.002773155,
176265,4.001386577,4.002773155,
176337,4.001386577,4.002773155,
176405,4.001386577,4.002773155,
176447,4.001386577,4.002773155,
176449,4.001386577,4.002773155,
176451,4.001386577,4.002773155,
176453,4.001386577,4.002773155,
176515,4.001386577,4.002773155,
176847,4.001386577,4.002773155,
177071,4.001386577,4.002773155,
177161,4.001386577,4.002773155,
177189,4.001386577,4.002773155,
177483,4.001386577,4.002773155,
177501,4.001386577,4.002773155,
177703,4.001386577,4.002773155,
177781,4.001386577,4.002773155,
178475,4.001386577,4.002773155,
178509,4.001386577,4.002773155,
178597,4.001386577,4.002773155,
178673,4.001386577,4.002773155,
178741,4.001386577,4.002773155,
178783,4.001386577,4.002773155,
179417,4.001386577,4.002773155,
179431,4.001386577,4.002773155,
179593,4.001386577,4.002773155,
180535,4.001386577,4.002773155,
180571,4.001386577,4.002773155,
181227,4.001386577,4.002773155,
181415,4.001386577,4.002773155,
182467,4.001386577,4.002773155,
182479,4.001386577,4.002773155,
183129,4.001386577,4.002773155,
183187,4.001386577,4.002773155,
183361,4.001386577,4.002773155,
183363,4.001386577,4.002773155,
183437,4.001386577,4.002773155,
183461,4.001386577,4.002773155,
183859,4.001386577,4.002773155,
184353,4.001386577,4.002773155,
184617,4.001386577,4.002773155,
185367,4.001386577,4.002773155,
185539,4.001386577,4.002773155,
185561,4.001386577,4.002773155,
186419,4.001386577,4.002773155,
186863,4.001386577,4.002773155,
187213,4.001386577,4.002773155,
187551,4.001386577,4.002773155,
188341,4.001386577,4.002773155,
189043,4.001386577,4.002773155,
189071,4.001386577,4.002773155,
189367,4.001386577,4.002773155,
189637,4.001386577,4.002773155,
190367,4.001386577,4.002773155,
190831,4.001386577,4.002773155,
190869,4.001386577,4.002773155,
190939,4.001386577,4.002773155,
191805,4.001386577,4.002773155,
192375,4.001386577,4.002773155,
192675,4.001386577,4.002773155,
193273,4.001386577,4.002773155,
193279,4.001386577,4.002773155,
3959,4.00136028,4.044972127,3.954068468
3097,4.0012017,4.150284755,3.846849371
1965,4.001182496,3.957678462,4.059782678
66097,4.000848191,3.905410916,4.078901158
6639,4.000801133,4.05979122,3.936461706
161582,4.000628136,4.164091593,3.8315953
27904,4.00029191,3.899584026,4.088373428
5643,4.000029191,3.709685246,4.211889259
5825,4.000029191,4.077731558,3.913492497
26350,4.000029191,4.030504714,3.959369874
50514,4.000029191,3.897185246,4.075525622
102194,3.999942624,4.048426234,3.958272745
788,3.998541669,4.031338514,3.951838151
3300,3.997671429,3.996498303,3.994754222
6001,3.997424926,4.081028147,3.890081101
199,3.997258154,3.789328896,4.141688709
3456,3.997180624,3.927731558,4.084369874
7067,3.997180624,4.024958402,3.969048052
128620,3.997180624,3.985050169,4.019136139
38038,3.997009488,3.991410779,3.998142525
143385,3.996925927,4.034101284,3.964342752
6373,3.996456575,4.0203953,3.961881143
58303,3.995178975,3.879191246,4.082012028
117444,3.995178975,4.00405574,3.987258845
8128,3.994596818,3.808264004,4.168739748
7566,3.994361249,3.782437767,4.183519898
1415,3.994160059,4.136069513,3.834369874
93040,3.994160059,3.803231987,4.349735738
4857,3.993888224,3.921889443,4.090589119
1484,3.993639073,4.011456002,3.972993583
1177,3.993537817,3.88639055,4.093795123
1047,3.993383423,4.053268194,3.928669062
1441,3.993202568,3.971799598,4.016732261
56333,3.992963117,3.96739561,4.013384783
2710,3.992075291,4.004127813,3.964743712
8641,3.991970377,3.989374704,3.988264239
50068,3.991747987,4.063597707,3.902052578
7767,3.991611203,3.931681324,4.077337342
1088,3.991452417,3.991430744,3.981148703
4217,3.990935246,3.920666411,4.341534535
4555,3.990935246,3.80273618,4.233421853
5516,3.990935246,3.939595623,4.113668671
27722,3.990935246,3.897185246,4.084369874
55052,3.990365107,3.916515773,4.05106225
2193,3.990240147,4.023361894,3.950112257
101,3.990144949,4.089416499,3.866538441
929,3.989855408,4.024889073,3.946677793
52281,3.989827501,4.053695531,3.916095798
2729,3.989541241,3.991231211,3.987364519
7387,3.988479305,4.038056815,3.938026963
96829,3.988447825,4.237925452,3.769160548
3182,3.98832012,4.230463117,3.645415136
4370,3.988090781,3.951985217,4.012296028
216,3.987898099,4.04339419,3.924456578
230,3.987585883,4.013096087,3.956280708
3632,3.987465335,4.313865779,3.827337342
61406,3.987465335,3.349972268,4.413492497
2648,3.987260696,4.100921541,3.854801987
3062,3.987017251,3.762439584,4.201660036
38304,3.986900487,3.677283891,4.370002894
6947,3.986627328,4.012740517,3.953919726
277,3.986445843,4.029247848,3.940828185
53972,3.985823323,3.942724185,4.021481396
97913,3.985648615,3.973228961,3.993381606
2351,3.98556359,3.852652985,4.128343357
55118,3.984285449,4.005215322,3.960355157
2070,3.98399318,4.114904278,3.888666918
39183,3.983894363,4.062612965,3.891711394
50742,3.983697804,3.733697804,4.233421853
661,3.982891804,4.015544662,3.940544724
4881,3.982674078,3.98908629,3.973887897
3260,3.982631287,3.929999708,4.033015836
1238,3.98227071,4.095392014,3.884235978
1023,3.981931978,3.993654581,3.97003648
1279,3.98188292,3.948864052,4.012812444
2585,3.981882047,4.28327787,3.741006014
4334,3.981882047,4.074538467,3.881692391
5603,3.981882047,4.127731558,3.899414658
7070,3.981499088,4.036051026,3.896869874
8197,3.981499088,4.003109895,3.947707568
102125,3.981440507,3.963863957,3.992943194
55276,3.981320021,3.961920845,3.997984282
77455,3.981189584,4.140526023,3.813991749
108932,3.980670784,4.044746409,3.907942582
198,3.980585748,4.066682625,3.880450481
1934,3.980463117,3.931681324,4.013384783
1125,3.980179957,3.868683507,4.072974137
2423,3.980090371,4.074376039,3.881820866
531,3.979755962,3.82303304,4.121436163
7020,3.979563975,4.313865779,3.771869874
7745,3.979563975,4.024958402,3.885934937
118896,3.979563975,4.177731558,3.341534535
30803,3.979434077,4.033640514,3.932012028
19,3.97939376,3.980851991,3.958850817
373,3.978839231,3.903332053,4.039547031
7482,3.978482831,3.937724565,4.021431608
3736,3.978467786,3.941597337,4.012489748
2272,3.978358718,3.753109895,4.241138144
1597,3.978305062,3.955730689,3.991363726
3384,3.977932517,3.857601828,4.134354496
32554,3.977731558,3.913847291,4.030071077
63876,3.97699271,3.953102468,3.996250434
88744,3.97695861,4.035403956,3.910184573
3365,3.97686148,3.997049936,3.95914506
5444,3.976798562,3.986139998,3.962025105
1914,3.976539555,3.926408976,4.033015836
122900,3.976116979,4.040806097,3.90885681
2687,3.975659124,3.95836222,3.986892953
376,3.975552897,3.938398894,4.00543357
3503,3.975498211,3.904044474,4.065231105
3654,3.975483803,3.928329327,4.033906465
543,3.975323385,4.014688937,3.924225675
53123,3.975267376,4.070705389,3.882694519
2493,3.974972268,4.3416528,3.857936941
26422,3.974972268,4.005546311,3.977337342
33725,3.974972268,3.508319467,4.135714719
6786,3.97493067,3.841597337,4.107672681
982,3.974664448,3.97493067,3.977337342
6323,3.974376039,4.051455198,3.889902448
2427,3.973852173,3.986494583,3.954789308
73881,3.973771783,3.924677508,4.032615553
7924,3.973713401,4.074512564,3.766402405
156605,3.973713401,4.233697804,3.824471478
33880,3.973497736,4.10899318,3.832637473
1809,3.97280574,4.10532154,3.889623122
56715,3.97280574,3.811009428,4.109538629
80489,3.972733132,3.952166012,3.990528061
91630,3.972078884,3.841843455,4.085716785
1162,3.971245242,3.941597337,4.002557993
114028,3.97077787,4.03327787,3.907804811
520,3.970222372,3.89100441,4.034617487
3200,3.969827155,3.96064308,3.997658497
3289,3.969797812,4.508319467,3.771869874
5358,3.969797812,3.813865779,4.099735738
45506,3.969797812,4.005546311,3.969048052
55555,3.969797812,3.959685246,4.008201202
74787,3.969797812,3.933305602,4.013668671
1413,3.969402846,4.011092623,3.966843708
40414,3.969402846,3.590840661,4.211889259
1320,3.968954094,4.061304445,3.86002432
5319,3.968489025,3.925631883,4.009966413
8154,3.96830679,4.06969154,3.815609622
125,3.967333438,4.002941956,3.92854099
3396,3.967232602,4.013710124,3.915795825
3510,3.966775181,3.882864521,4.040796324
4116,3.966673901,3.959685246,3.974339347
166024,3.966673901,3.991611203,3.939161986
7132,3.966528008,3.940806541,3.993071397
106642,3.965956497,4.03783817,3.867730425
73,3.96532224,3.949485899,3.980690723
1683,3.964644215,3.821016462,4.165345361
3467,3.964644215,4.060194813,3.802006323
6773,3.964340153,4.049006741,3.887448742
362,3.963966256,3.985402681,3.93626581
31878,3.963936368,3.938504582,3.98682171
7936,3.963865779,3.947983519,4.008201202
55063,3.963865779,4.266638935,3.510934937
135456,3.963865779,3.683305602,4.385934937
146309,3.963865779,3.913865779,4.013668671
102993,3.963764096,4.034426748,3.923546564
2670,3.963764096,3.952648363,3.974923245
7263,3.963657792,3.977165939,3.947634447
7071,3.963363529,4.013120493,3.893707441
3405,3.962338754,3.870673061,4.073986565
27727,3.962322896,4.348686532,3.575525622
36363,3.962322896,3.977731558,3.949471478
6857,3.96161448,3.872694813,4.032394751
64622,3.96123648,3.860655221,4.046000336
2707,3.960310523,3.89488108,4.016150834
127108,3.959731864,4.000605052,3.908343357
7564,3.959685246,4.022185246,3.896869874
26258,3.959685246,4.121413805,3.613668671
27002,3.959685246,4.524958402,3.233421853
4432,3.959288718,4.014409744,3.874339347
6187,3.958868156,4.078657792,3.863039912
1124,3.958435039,3.898974522,4.00972997
907,3.958264004,3.931681324,3.981239748
85774,3.958079967,3.718352553,4.224923245
127202,3.957992717,4.167271719,3.765081101
7210,3.957689565,4.16686835,3.727337342
62049,3.957689565,4.121413805,3.777337342
74727,3.957689565,3.662269233,4.10970085
948,3.957415851,3.815200675,4.150819292
1202,3.957384572,3.80046077,4.137064612
112175,3.957312929,3.964139628,3.952325542
82173,3.956923645,3.933305602,4.008201202
89321,3.956923645,4.016638935,3.841534535
100344,3.956923645,3.713865779,4.260934937
126090,3.956923645,3.713865779,4.260934937
178827,3.956923645,4.136092623,3.813668671
3718,3.956923645,3.255546311,4.161993282
4708,3.956923645,4.183305602,3.508201202
7815,3.956923645,4.433305602,3.008201202
8739,3.956923645,4.016638935,3.841534535
8751,3.956923645,4.013865779,3.885934937
25963,3.956923645,4.613865779,3.135934937
35015,3.956923645,3.886092623,4.013668671
41627,3.956923645,4.261092623,3.713668671
74282,3.956923645,3.713865779,4.260934937
2611,3.956717437,4.056356688,3.848343357
5339,3.956717437,4.149387036,3.715049801
6666,3.956708788,4.052689961,3.854762773
2863,3.956226213,3.947039405,3.975943138
81932,3.956109411,4.023953541,3.882702796
2183,3.956028147,3.907069026,4.026717251
6987,3.955928487,4.198115987,3.712479496
8530,3.955463117,3.799916805,4.082869427
1571,3.954664448,4.21739561,3.620980168
71106,3.954664448,3.849972268,3.999309372
1241,3.95440387,3.914225298,3.992374833
4902,3.954306924,3.822055832,4.067197791
158966,3.954306924,3.997060454,3.919876155
82534,3.954132001,3.886092623,3.984616532
6668,3.954132001,4.022185246,3.876278996
26111,3.954132001,3.513865779,4.177337342
43376,3.954003862,3.78327787,4.075885247
1295,3.953936319,3.995754074,3.906482166
1321,3.953731703,3.904308387,3.996057417
1150,3.953433712,3.963740987,3.94134726
2936,3.953433712,4.000605052,3.89797313
5013,3.952886787,4.015120198,3.881902679
25750,3.952731558,3.913847291,3.984616532
64034,3.951949391,3.721127181,4.127075685
2971,3.951925558,3.985650093,3.912435887
115210,3.951835155,3.82696768,4.053434504
5630,3.951315059,3.976798562,3.91955741
86781,3.951284895,4.038282155,3.867223714
175,3.950996423,4.054560122,3.834976037
1192,3.950847121,4.106665658,3.704674685
4276,3.950620493,3.772139027,4.181129422
56885,3.950620493,3.870673061,4.041006014
57504,3.950535256,3.729365987,4.124278227
2312,3.950402527,3.917572368,3.978692644
2915,3.950315144,3.949061427,3.944147814
2972,3.949944537,4.008264004,3.857936941
5637,3.949538467,3.825620493,4.116138144
785,3.949139535,3.890322261,3.995982599
4047,3.948871057,3.942967682,3.985979848
81562,3.948710035,3.979309551,3.913716785
79073,3.948592623,4.174986134,3.813668671
91548,3.948592623,4.113865779,3.674867869
107978,3.948592623,3.636092623,4.260934937
127146,3.948592623,4.349972268,2.755467468
7489,3.948592623,4.174986134,3.813668671
8670,3.948592623,3.255546311,4.183069072
52448,3.948592623,4.008319467,3.913668671
70769,3.948592623,3.805126376,5.002733734
3320,3.947983519,4.022185246,3.849735738
5114,3.947983519,4.313865779,3.74682583
5493,3.947983519,4.075959259,3.508201202
31696,3.947883157,3.968415407,3.923942178
8981,3.947663108,4.095797127,3.780636143
2238,3.947397612,4.084685246,3.848252895
2105,3.947288962,3.948835274,3.936030617
6808,3.947102052,3.834134466,4.068343357
783,3.946207055,3.970101159,3.912872444
2490,3.946115567,3.846390275,4.039975489
5992,3.945742259,4.032315585,3.839342752
3034,3.945525732,3.998410216,3.886535382
103984,3.94493477,4.044370493,3.733421853
1694,3.944293924,3.93943009,3.947357389
6979,3.944117354,3.953612035,3.930066761
48304,3.943775342,3.906847961,3.976512431
56921,3.943719792,3.908548476,3.988343357
4901,3.943648589,3.978462497,3.903750971
1129,3.942400749,3.964757036,3.911635039
46723,3.941980602,3.771071945,4.079493236
7728,3.941625069,3.683305602,4.074471478
71131,3.941625069,3.939595623,3.947707568
4612,3.941597337,4.223614237,3.574000083
7925,3.941413158,4.025631883,3.799207217
2993,3.941184669,4.013790392,3.857147196
26524,3.941102436,4.01941209,3.849735738
64575,3.941011013,3.868657792,4.000136686
80549,3.940703182,3.991578363,3.883206265
81229,3.940668541,3.991157028,3.886801309
2391,3.940660365,3.858024541,4.013632849
64716,3.94063035,4.124132452,3.783811893
3521,3.940444604,3.901240987,3.971959696
50851,3.93989718,4.044370493,3.777337342
49130,3.939696465,4.013120493,3.870002894
138036,3.939539384,4.025221312,3.839517371
37733,3.938363761,3.882722431,3.985216624
4761,3.938277474,3.505546311,4.113668671
31930,3.938277474,4.174986134,3.760934937
44657,3.938277474,3.636092623,4.341534535
53835,3.938277474,3.849972268,4.502733734
105429,3.938277474,4.011092623,3.841534535
178521,3.938277474,3.761092623,4.174867869
179331,3.938277474,3.947983519,
1042,3.938029411,3.846452149,4.025192644
2202,3.937326677,4.060926234,3.795680699
3989,3.936762483,3.980463117,3.857936941
8838,3.936762483,4.036051026,3.856239748
52952,3.936253586,3.892419444,3.972302955
86332,3.935480768,4.016403478,3.850771446
6005,3.93533653,4.136069513,3.709369874
72356,3.934995493,4.013120493,3.856239748
4644,3.934664448,3.959127949,3.907804811
156387,3.934244513,3.87493067,3.979674685
1171,3.934101284,4.083591911,3.742374833
6104,3.934079662,4.052723779,3.863039912
69524,3.933347801,3.661027916,4.112258845
6237,3.933305602,4.099972268,3.766402405
7136,3.933305602,4.313865779,3.661993282
84116,3.933305602,4.01941209,3.813668671
1569,3.933087623,3.926313287,3.931130368
102903,3.932644481,3.925220705,3.93950503
4128,3.931985706,3.971252919,3.886381446
1964,3.931912995,4.002678751,3.856351375
2390,3.931912995,3.847014235,4.011464234
1942,3.931715873,4.010617224,3.855596699
6254,3.931681324,3.860252752,4.002557993
31437,3.931681324,4.164790708,3.575525622
37240,3.931681324,3.985050169,3.899414658
44694,3.931304968,4.049722684,3.778573598
5602,3.930463117,3.765554883,4.13254055
117881,3.930463117,3.905463117,3.954674685
64993,3.930080689,3.782437767,4.10970085
2003,3.92991033,3.942267745,3.907185043
5292,3.929676234,4.031230001,3.8315953
4381,3.929111203,4.030504714,3.843230853
5103,3.929049874,3.907916236,3.94949723
3067,3.928889351,4.00381024,3.830613171
55721,3.928843548,3.694217367,4.077566113
57274,3.928837039,3.864380878,4.002327007
2407,3.92851631,3.865288962,3.988891417
5014,3.92807662,4.059247659,3.760896493
3679,3.927731558,3.90827787,3.959369874
8516,3.927731558,3.985050169,3.857936941
102666,3.927731558,4.024958402,3.848252895
101864,3.927315585,3.909732218,3.943084145
163645,3.926461744,3.751255415,4.046487622
1913,3.926222499,3.84983361,4.001192212
1050,3.925249105,3.970505506,3.882012028
175569,3.925085175,3.955463117,3.906864501
2824,3.924986134,3.713865779,5.002733734
4863,3.924986134,4.008319467,3.841534535
5821,3.924986134,4.005546311,3.885934937
6195,3.924986134,5.002773155,3.713668671
7205,3.924986134,4.002773155,3.913668671
7581,3.924986134,3.755546311,4.010934937
7843,3.924986134,3.755546311,4.010934937
8335,3.924986134,3.755546311,4.010934937
8999,3.924986134,4.011092623,3.755467468
38538,3.924986134,4.002773155,3.913668671
50066,3.924986134,4.174986134,3.674867869
55207,3.924986134,3.505546311,4.135934937
56846,3.924986134,4.3416528,3.508201202
68967,3.924986134,4.3416528,3.508201202
73983,3.924986134,4.008319467,3.841534535
86290,3.924986134,4.255546311,3.760934937
88911,3.924986134,3.502773155,4.013668671
139863,3.924986134,2.8416528,5.008201202
155625,3.924986134,4.113865779,3.002733734
2810,3.924847476,4.068489025,3.762165117
931,3.924778147,3.903944813,3.943719245
36535,3.924677508,3.916865987,3.932012028
6708,3.924513244,3.876166928,3.964663123
630,3.924343266,4.013865779,3.849735738
6954,3.92365665,3.920722407,3.925662677
616,3.92213117,3.895320664,3.940750866
1186,3.921436494,3.95398452,3.881259251
3271,3.921365211,3.902203592,3.940574006
5110,3.92128616,3.836978052,3.992458894
7034,3.92125893,3.881695711,3.975830018
5137,3.921081822,4.090840661,3.824471478
90603,3.921081822,4.21739561,3.113668671
2579,3.920896796,3.65048396,4.166476377
3135,3.920896796,3.796626218,4.148942955
3296,3.920896796,3.924847476,3.915604496
3069,3.920798668,3.927731558,3.913668671
5839,3.920798668,3.413865779,4.177337342
6429,3.920798668,3.897185246,3.947707568
26578,3.920798668,4.147185246,3.661993282
57183,3.920798668,3.683305602,4.080159164
189333,3.920798668,3.849972268,3.969048052
144482,3.920798668,3.969402846,3.849735738
946,3.920687742,3.919278054,3.925662677
7073,3.920087966,3.867760082,3.969233063
5177,3.919370493,3.98832012,3.841006014
1916,3.919263735,3.959421636,3.872835201
27831,3.919120909,4.061816165,3.790134174
1375,3.918895484,4.044073369,3.771887125
51935,3.918679078,3.822419623,4.012373118
3044,3.918295178,4.056221656,3.794913123
1297,3.918173816,3.87891213,3.961845334
4380,3.917951562,3.894795224,3.936461706
55280,3.917853483,3.901694241,3.931538882
62511,3.917271719,4.002611388,3.815345361
6273,3.91686835,3.877731558,3.949471478
53322,3.916867055,3.937967057,3.889865656
171763,3.91677231,3.961511796,3.891485525
2932,3.916628416,4.074875207,3.778294149
105,3.916620032,3.93216526,3.893430351
1966,3.916612992,3.956935573,3.875068343
8207,3.916528008,3.87905574,3.945636656
3397,3.915940752,3.96456523,3.860385912
2750,3.915845185,3.958731974,3.864816839
154,3.914672992,3.967338791,3.85655109
5062,3.914664448,3.977731558,3.874339347
6780,3.914664448,3.782437767,4.209369874
7458,3.914460065,3.913763009,3.907164808
30793,3.914457582,3.813481019,3.999119007
1093,3.914216015,3.879080842,3.940875976
3816,3.913865779,4.099972268,3.635934937
4391,3.913865779,4.386092623,3.599735738
7297,3.913865779,4.508319467,3.661993282
7561,3.913865779,4.016638935,3.760934937
8923,3.913865779,4.008319467,3.876278996
50651,3.913865779,3.005546311,4.146869874
100106,3.913865779,3.662269233,4.508201202
147376,3.913865779,3.683305602,4.260934937
147384,3.913865779,3.590840661,4.674867869
159917,3.913865779,4.01941209,3.674867869
8011,3.913847291,4.077731558,3.709369874
33779,3.913847291,3.233697804,4.348252895
4338,3.913824181,3.741611203,4.043739748
34542,3.913417577,3.948657792,3.878109622
36276,3.913282155,3.759434758,4.081217943
1885,3.913273673,3.900805055,3.926961613
7177,3.912269233,4.313865779,3.691270275
8327,3.912269233,3.761092623,3.977337342
139120,3.912269233,3.959685246,3.849735738
33679,3.912179635,3.911099772,3.903078605
3071,3.91161448,3.962567177,3.853692644
93840,3.910897449,3.989032615,3.822186309
5812,3.91067227,3.994582441,3.798923328
2212,3.910508231,3.765554883,4.07825674
2310,3.910508231,3.955463117,3.866932229
2294,3.910288962,3.949050166,3.861422727
3740,3.91021727,3.936685669,3.878576635
5288,3.910070517,3.981870493,3.713668671
8199,3.910070517,4.266820257,3.334369874
100556,3.910070517,4.18989718,3.459369874
46850,3.909393435,3.991611203,3.866932229
1350,3.908879709,3.953177784,3.857716785
106918,3.908835802,3.892260279,3.925589999
1464,3.908801611,3.991714146,3.82526395
1946,3.908640514,3.839042209,3.997658497
3125,3.908460059,4.172478236,3.604674685
166461,3.908378861,3.826896412,3.971696738
8010,3.90827787,4.074538467,3.677337342
98124,3.90820854,3.983194675,3.815609622
55444,3.908005506,3.788282155,3.990005789
66371,3.907953119,3.748712462,4.105297011
224,3.907756847,3.824801702,3.976667928
7360,3.90731987,3.864385381,3.950153191
1680,3.907258511,3.901091975,3.907231778
5617,3.906973355,3.988316461,3.810718081
493,3.906953246,3.938800412,3.871478258
1421,3.906932889,3.636092623,5.002733734
2199,3.906932889,3.505546311,4.174867869
6498,3.906932889,4.008319467,3.755467468
6526,3.906932889,4.174986134,3.505467468
8378,3.906932889,3.502773155,4.010934937
26159,3.906932889,3.508319467,4.505467468
26269,3.906932889,3.505546311,4.174867869
27797,3.906932889,4.255546311,3.674867869
34540,3.906932889,3.8416528,4.005467468
43983,3.906932889,3.005546311,4.508201202
52891,3.906932889,5.002773155,3.635934937
58889,3.906932889,4.3416528,3.255467468
68472,3.906932889,4.255546311,3.674867869
71246,3.906932889,4.005546311,3.841534535
103549,3.906932889,4.008319467,3.755467468
2830,3.906932889,3.913865779,
104350,3.906932889,4.255546311,3.674867869
114760,3.906932889,4.008319467,3.755467468
116413,3.906932889,3.886092623,4.002733734
117861,3.906932889,4.174986134,3.505467468
127208,3.906932889,4.174986134,3.505467468
170405,3.906932889,4.755546311,3.341534535
175667,3.906932889,3.755546311,4.008201202
141251,3.906932889,3.913865779,
671,3.906658665,3.775616328,4.043921997
3952,3.906162401,3.77868585,4.014024056
496,3.905924765,3.977731558,3.804850425
7619,3.905924765,3.016638935,4.393707441
4033,3.905590823,3.934502166,3.872237489
2852,3.905463117,4.045722407,3.699989748
27728,3.904814726,3.833194675,3.96900111
4754,3.904676234,3.864380878,3.96900111
918,3.904129422,3.877611388,3.926686714
2424,3.903977971,3.873783685,3.922588455
4642,3.903430571,4.094194859,3.713991749
56251,3.903024873,3.751255415,4.038912373
2711,3.902731558,4.116611203,3.584369874
4765,3.902731558,3.843743334,4.019136139
5752,3.902731558,3.677731558,4.127337342
2420,3.902671429,3.906901196,3.894814741
4970,3.902654734,3.880463117,3.928826423
5051,3.902654734,3.879191246,3.941006014
7493,3.902640898,3.3416528,4.077337342
116136,3.902640898,3.513865779,4.146869874
120625,3.902640898,3.613865779,4.084369874
4103,3.902587948,3.94066513,3.868258307
8589,3.901435641,3.841597337,3.984616532
40870,3.901435641,4.003109895,3.782804811
104272,3.901435641,3.777731558,3.981239748
90947,3.90136809,3.813865779,4.010934937
157361,3.90136809,4.183305602,3.341534535
1585,3.90136809,4.01941209,3.505467468
1922,3.90136809,4.183305602,3.341534535
7365,3.90136809,3.886092623,3.913668671
7620,3.90136809,3.876554947,4.005467468
7979,3.90136809,3.947983519,3.755467468
8998,3.90136809,4.213865779,3.510934937
27005,3.90136809,4.255546311,3.804850425
2065,3.901305252,3.921557382,3.885030071
2021,3.900851444,3.901963674,3.913333194
72011,3.900439835,3.982633765,3.81632566
1678,3.900424129,3.881754615,3.915333706
2732,3.900284755,3.899304299,3.90396999
27721,3.900284755,3.713680902,4.128175195
6183,3.900084825,4.005463117,3.752557993
538,3.899193902,3.903191418,3.890999668
7160,3.898974522,3.827891722,3.973813863
1187,3.898949281,3.854365987,3.969233063
1633,3.897971634,3.994372124,3.805029058
8957,3.897527418,3.95692509,3.828183281
61236,3.896878219,4.021451702,3.774979496
2690,3.895048656,4.033769713,3.788835107
1377,3.895038045,3.958626495,3.819728052
1672,3.895000268,3.994719203,3.789547031
959,3.894766033,3.677731558,4.135714719
8580,3.894766033,4.16686835,3.521869874
38159,3.894766033,3.897185246,3.893707441
8033,3.894664448,4.108264004,3.577337342
71466,3.894664448,4.022185246,3.840591129
1372,3.894609202,3.948063768,3.830645769
55805,3.894544446,3.791934077,3.972302955
556,3.894443603,4.00532267,3.753109622
2970,3.89422168,4.06969154,3.681229496
64620,3.894204104,3.928837039,3.872357389
